Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),distance_km,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter
20,4.7,25,2.9845125598688362,False,True,False,False,False,True
29,4.8,18,6.058876303739157,True,False,False,False,True,False
22,4.9,21,9.088084092164259,False,False,True,False,False,True
35,4.9,53,10.41706579035871,False,False,False,False,True,False
32,4.4,42,17.164833902684475,True,False,False,False,True,False
28,4.9,20,16.11387241182587,False,False,True,False,True,False
30,4.7,29,20.253686339517458,False,True,False,False,False,True
22,4.7,15,17.076258901183188,False,False,True,False,False,True
36,4.7,30,7.79036212453358,False,False,False,False,True,False
23,4.8,28,19.76218981785925,False,False,True,False,True,False
22,4.8,19,3.0250598092773755,True,False,False,False,True,False
29,4.5,15,19.8395614419349,False,True,False,False,True,False
34,4.9,50,17.07559440107296,False,False,False,False,True,False
38,4.1,41,1.5527001159059903,False,False,False,False,True,False
32,4.3,35,10.280572823486576,False,True,False,False,False,True
20,4.5,27,10.867300462045835,False,False,False,False,True,False
25,4.9,43,12.417687564200063,False,False,False,False,True,False
29,4.5,12,8.93786088183146,False,True,False,False,False,True
32,4.7,31,8.928939271550702,False,True,False,False,False,True
31,4.4,47,16.660108123693192,False,False,False,False,True,False
37,4.5,26,7.601385733164932,False,False,False,False,True,False
36,4.9,31,13.183763612802814,False,False,True,True,False,False
37,3.8,42,20.856833724898493,False,False,True,False,True,False
29,4.6,12,9.192571532077613,False,True,False,False,False,True
38,4.9,25,6.232373004507649,False,False,True,False,False,True
37,4.4,39,11.90486548713048,True,False,False,False,True,False
21,4.9,21,13.682164847733755,False,False,False,False,False,True
35,4.9,18,4.469362226704516,False,True,False,True,False,False
22,4.8,22,13.40635545530559,False,False,True,False,False,True
28,4.8,23,3.073644027723396,False,False,False,False,True,False
39,4.0,48,20.20658151050797,True,False,False,False,True,False
29,4.5,13,12.419724873245404,False,False,True,False,False,True
39,4.6,32,3.104803710518419,True,False,False,False,True,False
25,4.9,16,20.20631641648197,False,False,True,True,False,False
34,5.0,19,4.6741517745550425,False,False,True,True,False,False
22,4.8,18,3.1053699758611546,True,False,False,False,True,False
27,5.0,27,10.444390862228435,False,False,False,False,True,False
28,4.5,25,10.710903359654202,True,False,False,False,True,False
32,5.0,31,4.674393132741051,True,False,False,False,False,True
29,4.6,39,16.601276790345967,True,False,False,False,False,True
27,4.6,20,10.756697879102619,False,False,True,False,True,False
35,3.9,38,12.23656153955492,False,False,True,False,True,False
22,4.6,19,4.663658229921789,False,False,False,False,True,False
30,4.6,24,1.5148048951935007,False,False,False,False,True,False
39,4.8,26,3.1089883297657854,True,False,False,False,False,True
33,4.8,28,9.219905581616992,False,True,False,False,True,False
20,4.7,16,12.256687342592269,False,False,True,False,False,True
34,4.2,24,9.326940869812143,False,False,True,False,True,False
22,4.7,24,10.88143182310278,False,True,False,False,True,False
37,4.3,34,2.9802493849187557,False,True,False,False,False,True
20,4.8,16,1.5302594894332384,False,False,True,False,True,False
33,4.9,26,7.601614738321588,True,False,False,False,True,False
21,5.0,25,19.660943947619934,True,False,False,False,True,False
33,4.6,49,10.602417764362079,False,True,False,False,True,False
24,4.6,24,12.41960204102968,False,False,True,True,False,False
30,4.6,26,4.588898780683796,False,False,False,False,True,False
32,4.9,24,13.829931792649827,False,False,False,False,False,True
28,4.6,16,19.975808791439345,True,False,False,True,False,False
21,4.7,27,19.37374583495492,True,False,False,False,False,True
39,4.9,25,3.052706857073023,True,False,False,False,True,False
32,4.7,26,3.104803710518419,True,False,False,False,True,False
20,4.5,25,9.178605957040862,False,False,False,False,False,True
36,5.0,15,1.4901538808207615,False,True,False,False,False,True
28,4.8,18,3.1053645449072986,False,False,False,False,False,True
32,4.5,30,7.661250453808297,False,False,False,False,True,False
39,4.4,46,17.076258901183188,True,False,False,False,False,True
30,4.7,24,16.72143013885536,True,False,False,False,True,False
32,4.4,37,6.12841937845769,True,False,False,False,True,False
23,4.6,27,13.610877575672198,False,False,True,False,True,False
21,4.8,27,6.1186308844114,False,False,False,False,False,True
31,4.2,32,9.07434222926449,False,True,False,True,False,False
37,4.6,28,3.0589506421330555,False,False,False,True,False,False
20,4.5,29,7.601870282547478,True,False,False,False,True,False
28,4.5,27,1.4899271643865588,False,False,True,False,True,False
22,4.9,11,1.5545816630911855,False,False,True,False,True,False
20,4.7,13,9.219708856174128,False,False,False,False,True,False
34,4.8,27,19.618968653878262,False,False,False,False,False,True
38,4.8,25,6.209259882041872,False,False,True,False,False,True
29,4.6,26,20.182634488293672,True,False,False,False,False,True
32,4.5,27,6.036244196933988,False,False,False,False,True,False
34,4.9,26,16.853347148215086,False,False,True,False,False,True
33,3.9,32,13.612594236925657,False,True,False,True,False,False
34,4.5,25,3.025144329113595,False,True,False,False,True,False
29,4.6,42,10.867434750937747,True,False,False,False,False,True
34,4.7,29,7.7725232004434295,True,False,False,False,True,False
26,4.6,32,10.641436955070953,False,False,False,False,False,True
31,4.0,35,12.42069253996503,True,False,False,False,True,False
39,4.8,27,6.081185877714606,True,False,False,False,True,False
32,5.0,27,7.683355299930933,False,False,False,False,False,True
32,4.5,30,7.568033295671673,False,True,False,False,True,False
39,4.1,32,10.564540523828974,False,False,True,False,True,False
36,4.8,25,1.5323350156090414,False,True,False,True,False,False
37,4.1,38,4.65713301884333,False,False,False,False,True,False
37,4.8,26,9.054052950169497,False,True,False,False,False,True
38,3.7,31,16.853347148215086,False,True,False,False,True,False
28,4.7,28,3.0182264849996012,True,False,False,False,False,True
34,3.8,31,16.852118690780628,False,True,False,False,False,True
32,4.9,29,17.074904296042025,False,False,False,False,True,False
22,4.7,17,8.937527873529229,False,False,False,False,True,False
31,4.0,45,13.620357163029361,True,False,False,False,True,False
27,4.0,34,12.434585525064866,False,True,False,False,True,False
29,4.9,24,17.137487720369517,True,False,False,False,False,True
38,4.8,44,9.348325936764454,False,True,False,False,True,False
35,4.8,36,7.601874226722028,False,False,True,False,True,False
31,4.9,28,4.657654937060173,False,True,False,False,True,False
30,4.3,37,13.970007989574006,True,False,False,False,False,True
33,4.8,23,13.830053479838845,True,False,False,False,True,False
29,4.6,22,10.278596687703995,False,True,False,False,True,False
38,4.6,26,6.117761953594232,False,False,True,False,False,True
26,4.9,34,9.056095962462345,True,False,False,False,True,False
34,4.2,28,9.193093962702912,False,True,False,False,True,False
26,4.7,14,8.942954308598226,False,False,True,False,True,False
35,4.7,17,6.050551152462876,False,True,False,False,True,False
36,4.2,37,4.657579589646204,True,False,False,False,True,False
24,2.6,42,16.660108123693192,True,False,False,False,True,False
33,4.3,34,16.826241648658115,False,True,False,False,True,False
26,4.6,25,16.787888950840177,False,False,False,False,True,False
32,5.0,30,17.074256778794595,False,False,False,False,False,True
37,4.9,48,13.403654333869842,False,True,False,False,True,False
26,4.9,18,20.285402098849676,True,False,False,False,False,True
31,4.8,28,20.253518127453113,True,False,False,False,False,True
37,4.6,26,13.9707596607468,False,False,False,False,True,False
26,4.7,16,16.827472773146095,True,False,False,False,False,True
37,4.8,25,4.537571350180709,False,True,False,False,True,False
21,4.4,15,4.560926278066122,True,False,False,False,True,False
22,4.0,28,1.5524082366562466,False,False,True,False,True,False
38,4.5,20,1.5524171512659315,False,True,False,False,True,False
28,4.0,32,6.2086819840397665,False,False,False,False,True,False
31,4.9,38,6.0589191822901425,True,False,False,False,True,False
24,4.8,14,3.0405702571576674,False,False,True,False,False,True
26,4.9,30,13.788957415778517,False,False,True,False,True,False
29,4.6,28,12.074377562049364,False,True,False,False,False,True
20,4.7,29,7.790401204068506,False,False,True,False,False,True
29,4.8,12,19.762382255532906,False,False,False,False,False,True
32,4.0,49,10.867366120252031,False,False,False,False,True,False
20,4.9,42,16.659917302375398,False,True,False,False,True,False
26,5.0,24,10.867138302160432,False,True,False,True,False,False
38,4.8,46,16.72115728076054,False,False,False,False,True,False
34,4.6,27,6.176576611953425,False,True,False,True,False,False
27,4.5,13,2.9795000083819434,False,False,True,False,True,False
29,5.0,25,10.593374354489852,True,False,False,False,True,False
24,4.9,24,19.76106632827125,True,False,False,False,True,False
21,4.9,12,1.5125847685793798,False,False,False,False,True,False
33,4.4,24,1.465185811091463,True,False,False,False,True,False
35,4.7,29,9.055898607912091,False,True,False,False,True,False
35,4.7,18,12.46418980459368,False,False,True,False,False,True
29,4.6,20,19.08680741329132,False,False,True,False,False,True
29,4.6,13,4.663432062512584,False,False,False,False,True,False
29,4.8,23,10.707345040408097,True,False,False,False,True,False
21,4.9,19,12.256076445468295,False,False,False,False,True,False
29,4.6,29,17.078934089494954,False,True,False,False,True,False
22,4.7,24,13.973206773137713,False,False,True,False,True,False
29,4.6,27,6.217689154531592,True,False,False,False,False,True
24,4.4,40,11.90494293616778,False,True,False,False,False,True
23,4.9,22,1.5544659606035225,False,False,True,False,False,True
27,4.6,12,1.5522933461661421,True,False,False,False,False,True
33,4.1,43,12.464528059716372,True,False,False,False,True,False
35,4.6,26,16.90249592854745,False,True,False,False,False,True
21,4.7,27,4.674318760489487,False,False,False,False,False,True
39,4.4,35,13.96960642768458,False,True,False,False,True,False
34,4.8,27,7.761160094160204,True,False,False,False,False,True
29,4.9,27,6.081389116676368,True,False,False,False,True,False
20,4.7,17,3.0597099613184353,False,False,False,False,False,True
30,4.7,15,9.054052950169497,True,False,False,False,True,False
37,4.7,39,19.087110814122536,False,False,False,False,False,True
39,4.6,25,4.537860442229041,True,False,False,False,True,False
26,5.0,18,16.903843893839564,True,False,False,False,True,False
21,4.7,28,13.787860239172547,True,False,False,False,False,True
35,4.8,29,3.105133735234752,False,False,True,False,False,True
39,4.6,32,4.527261449200724,False,False,False,False,True,False
39,5.0,41,20.183799025948787,False,True,False,False,True,False
27,4.9,39,10.92420466208724,True,False,False,False,True,False
33,4.8,16,4.65694538594946,True,False,False,False,False,True
33,4.8,48,19.976712110350487,False,True,False,False,True,False
37,4.7,40,10.868263117988388,False,False,False,False,True,False
20,4.6,11,3.116253656338934,True,False,False,False,True,False
31,4.2,35,10.724879289478304,True,False,False,False,False,True
27,4.6,16,3.1161417126181274,False,False,False,True,False,False
37,4.9,15,7.573467821949914,True,False,False,False,False,True
34,4.4,31,7.762944133594541,False,False,False,False,False,True
25,4.7,11,9.348114492434787,False,False,True,False,True,False
37,4.7,22,7.631511903978476,False,True,False,False,True,False
23,4.7,16,10.923744986168584,False,True,False,False,False,True
27,5.0,24,6.217824017922212,True,False,False,False,True,False
36,4.7,16,3.073618468414786,False,False,True,True,False,False
30,4.3,42,20.853653606522474,False,False,True,False,True,False
28,4.7,31,10.906379593113723,False,False,True,False,False,True
20,4.7,16,7.761839422154042,True,False,False,False,False,True
22,4.7,16,16.85361872985359,False,False,False,False,True,False
28,4.7,25,17.0970739431768,False,False,False,False,True,False
34,4.8,18,1.5202925485985417,False,False,False,True,False,False
25,4.8,26,16.660108123693192,True,False,False,False,False,True
38,5.0,34,7.631520637738293,False,True,False,False,False,True
34,3.5,32,11.917680464391145,False,False,True,False,True,False
24,4.9,22,16.659979129063025,True,False,False,False,True,False
33,4.6,50,13.58308621493501,False,False,True,False,True,False
21,4.6,16,3.0270968572420225,False,False,True,False,False,True
25,4.6,23,9.081116432461174,True,False,False,False,True,False
23,4.9,19,6.0588489445304,False,False,False,False,True,False
34,4.9,25,7.325299567377126,False,False,True,False,True,False
25,4.7,37,10.757050667280428,False,False,True,False,False,True
28,4.9,10,13.481328211108043,True,False,False,True,False,False
34,3.7,34,16.85208641567295,False,False,False,False,False,True
24,4.5,14,16.381598593369365,False,True,False,False,False,True
31,5.0,26,9.314044193379946,False,False,False,False,True,False
38,4.6,30,9.17624749258827,False,False,False,False,False,True
32,4.8,17,13.216577965789572,False,False,False,False,True,False
28,5.0,29,13.735953712154569,False,False,False,False,True,False
29,4.5,37,13.406000552536867,True,False,False,False,True,False
28,4.8,23,20.177742451194362,True,False,False,True,False,False
39,4.8,30,7.771834302405086,True,False,False,False,True,False
26,4.8,14,3.025332706173566,False,False,False,False,False,True
33,4.8,28,4.539068203248638,False,False,False,True,False,False
37,4.9,27,4.494246018081997,True,False,False,False,False,True
29,4.6,24,9.316238098535406,True,False,False,False,False,True
24,4.6,16,14.022476786450992,False,False,True,False,True,False
36,5.0,43,12.209917964427529,False,True,False,False,True,False
22,4.7,44,13.631282080461874,False,False,True,False,True,False
21,4.6,22,4.610613705052655,False,True,False,False,True,False
29,5.0,16,7.60136893811491,False,False,False,False,False,True
33,4.7,18,3.1051314775458967,True,False,False,False,False,True
27,4.1,16,3.0188284633848217,True,False,False,False,True,False
29,4.6,24,19.975916923135387,True,False,False,False,True,False
30,4.2,46,10.641490945494409,False,False,False,False,True,False
20,4.9,17,10.906379593113723,True,False,False,False,False,True
31,4.4,44,10.867434750937747,False,False,False,False,True,False
36,4.6,17,4.561267998364189,True,False,False,False,False,True
39,4.9,43,11.917680464391145,False,False,True,False,True,False
32,4.7,41,16.903235903519843,False,True,False,False,True,False
30,3.8,40,12.161642370389037,False,False,False,False,False,True
26,4.7,16,3.0249963435107836,False,True,False,False,False,True
29,4.6,23,1.5545020843140125,False,False,False,False,True,False
21,4.9,13,1.5204319193295497,False,False,False,False,True,False
23,4.6,29,4.674341511234465,True,False,False,False,False,True
22,4.9,24,3.0405372416448646,False,True,False,False,True,False
39,4.5,16,4.5611524272563715,True,False,False,False,True,False
32,4.1,34,7.760937776419092,True,False,False,False,False,True
25,4.7,20,16.388699354723066,True,False,False,False,True,False
30,5.0,28,6.081440911759754,False,False,True,False,True,False
25,4.8,30,20.182482607604513,True,False,False,False,False,True
26,4.7,14,14.022136830289478,False,False,True,False,False,True
30,4.6,30,6.232177403679017,False,False,True,False,True,False
31,4.3,25,2.97659809337445,True,False,False,False,True,False
33,4.8,28,12.100079055614344,False,False,False,False,True,False
20,5.0,17,9.177484636525243,True,False,False,False,False,True
36,4.3,33,20.20634489518928,False,True,False,False,False,True
20,4.9,36,13.789707457540985,False,False,True,False,True,False
29,4.6,16,9.326577421221064,False,False,False,False,False,True
